date,title,address,url
"September 15, 2026",4 Upcoming Restaurant Openings We Reported Across Metro Atlanta Last Week (Sep 7-11),,https://whatnow.com/atlanta/restaurants/4-upcoming-restaurant-openings-we-reported-across-metro-atlanta-last-week-sep-7-11/
"September 14, 2026",LongHorn Steakhouse Plans Kyle Location,"19889 IH 35 Kyle, TX 78640",https://whatnow.com/austin/restaurants/longhorn-steakhouse-plans-kyle-location/
"September 14, 2026",JOEY Maple Debuts in Uptown Dallas,"2508 Maple Ave Dallas, TX 75201",https://whatnow.com/dallas/restaurants/joey-maple-debuts-in-uptown-dallas/
"September 14, 2026",Flat Grounds Coffee to Bring Skate Culture and Vintage Style to Allen,"790 S Waverly Dr, Dallas, TX 75208, USA",https://whatnow.com/dallas/restaurants/flat-grounds-coffee-to-bring-skate-culture-and-vintage-style-to-allen/
"September 14, 2026","From Gastropub to Tavern, an Old Favorite Returns","1538 SW Jefferson St, Portland, OR 97201",https://whatnow.com/portland/restaurants/from-gastropub-to-tavern-an-old-favorite-returns/
"September 14, 2026",Delicias Aly Opens Its First Storefront in Modesto This October,"3801 Yosemite Blvd, Modesto, CA 95357",https://whatnow.com/sacramento/restaurants/delicias-aly-opens-its-first-storefront-in-modesto-this-october/
"September 14, 2026",Detroit-Based Bray’s Hamburgers Coming to Lincoln Park Next Month,"1327 Dix Hwy, Lincoln Park, MI 48146",https://whatnow.com/detroit/restaurants/detroit-based-brays-hamburgers-coming-to-lincoln-park-next-month/
"September 14, 2026",Mecatos Bakery & Café Expanding to Kissimmee This Winter,"504 W Vine St, Kissimmee, FL 34741",https://whatnow.com/orlando/restaurants/mecatos-bakery-cafe-expanding-to-kissimmee-this-winter/
"September 14, 2026",Doughnut Plant Plans to Sweeten Up Lenox Hill With New Shop,"1285 1st Ave., New York, NY 10021",https://whatnow.com/new-york/restaurants/doughnut-plant-plans-to-sweeten-up-lenox-hill-with-new-shop/
"September 14, 2026",PJ’s Coffee of New Orleans Headed to Kissimmee,"1952 S John Young Pkwy, Kissimmee, FL 34741",https://whatnow.com/orlando/restaurants/pjs-coffee-of-new-orleans-headed-to-kissimmee/
"September 14, 2026",'Afterlife Bar' Opening at Former Funeral Home Space in Logan Square,"3601 W Diversey Ave, Chicago, IL 60647",https://whatnow.com/chicago/restaurants/afterlife-bar-opening-at-former-funeral-home-space-in-logan-square/
"September 14, 2026",Friedman’s Bringing Gluten-Free Favorites to Upper West Side,"541-555 Amsterdam Ave., New York, NY 10024",https://whatnow.com/new-york/restaurants/friedmans-bringing-gluten-free-favorites-to-upper-west-side/
"September 14, 2026",New Restaurant Plans to Bring Pica Pollo to Michigan Avenue in Kissimmee,"1903 Michigan Ave, Kissimmee, FL 34744",https://whatnow.com/orlando/restaurants/new-restaurant-plans-to-bring-pica-pollo-to-michigan-avenue-in-kissimmee/
"September 14, 2026",Joy Japan Sushi & Hibachi Opening in Palm Bay,"9179 Babcock St SE, Palm Bay, FL 32909",https://whatnow.com/orlando/restaurants/joy-japan-sushi-hibachi-opening-in-palm-bay/
"September 14, 2026","Scratch-Made, Grab-and-Go Café Coming to NOLA East","13370 Chef Menteur Hwy, New Orleans, LA 70129",https://whatnow.com/new-orleans/restaurants/scratch-made-grab-and-go-cafe-coming-to-nola-east/
"September 14, 2026",Tusk Set to Bring Elevated American Cuisine to Doylestown,"50 N Main St., Doylestown, PA 18901",https://whatnow.com/philadelphia/restaurants/tusk-set-to-bring-elevated-american-cuisine-to-doylestown/
"September 14, 2026",New Indian Restaurant Plans Apopka Opening,"60 E Main St, Apopka, FL 32703",https://whatnow.com/orlando/restaurants/new-indian-restaurant-plans-apopka-opening/
"September 14, 2026",Iconic New York Deli Is Returning to a Former Rival’s Space This Month,"834 7th Ave, New York, NY 10019",https://whatnow.com/new-york/restaurants/iconic-new-york-deli-is-returning-to-a-former-rivals-space-this-month/
"September 14, 2026",Swig & Swine BBQ Launching New Concept: Lumpy’s Place by Swig & Swine,"2871 Maybank Hwy, Johns Island, SC 29455",https://whatnow.com/charleston/restaurants/swig-swine-bbq-launching-new-concept-lumpys-place-by-swig-swine/
"September 14, 2026",Comptoir Taking Over Former Shelf Indulgence Space in Sarasota,"2805 N Tamiami Trl, Sarasota, FL 34234",https://whatnow.com/uncategorized/restaurants/comptoir-looks-to-be-taking-over-former-shelf-indulgence-space-in-sarasota/
"September 14, 2026",Celebrity Chef Aarthi Sampath Is Opening a New Speakeasy in NYC,"211 1st Ave, New York, NY 10003",https://whatnow.com/new-york/restaurants/celebrity-chef-aarthi-sampath-is-opening-a-new-speakeasy-in-nyc/
"September 14, 2026",Popular Mexican Restaurant Chain to Open Two New LA-Area Locations,"4531 Hollywood Blvd, Los Angeles, CA 90027",https://whatnow.com/los-angeles/restaurants/popular-mexican-restaurant-chain-to-open-two-new-la-area-locations/
"September 14, 2026",Angry Crab Shack Celebrates Grand Opening of New North Mesa Location | What Now Phoenix,"1927 N Gilbert Rd, Mesa, AZ 85203",https://whatnow.com/phoenix/restaurants/angry-crab-shack-celebrates-grand-opening-of-new-north-mesa-location/
"September 14, 2026",RŌMYŌ — Denver's First Itameshi Restaurant — Now Open On Larimer Square | What Now Denver,"1401 Larimer St, Denver, CO 80202",https://whatnow.com/denver/restaurants/romyo-denvers-first-itameshi-restaurant-now-open-on-larimer-square/
"September 14, 2026",Talkin’ Tacos Brings Viral Birria and Late-Night Eats to Nashville with First Tennessee Location | What Now Nashville,"135 2nd Ave N, Nashville, TN 37201",https://whatnow.com/nashville/restaurants/talkin-tacos-brings-viral-birria-and-late-night-eats-to-nashville-with-first-tennessee-location/
"September 14, 2026",Austin’s Popular Lobster Restaurant to Close Lamar Location This Month,"626 N Lamar Blvd, Austin, TX 78703",https://whatnow.com/austin/restaurants/austins-popular-lobster-restaurant-to-close-lamar-location-this-month/
"September 14, 2026",Beloved San Pedro Japanese Restaurant Announces Closure,"380 W 6th St, San Pedro, CA 90731",https://whatnow.com/los-angeles/restaurants/beloved-san-pedro-japanese-restaurant-announces-closure/
"September 14, 2026",San Antonio Asian Fusion Restaurant Set to Close After Over a Decade Run,"7220 Louis Pasteur Dr #125, San Antonio, TX 78229",https://whatnow.com/san-antonio/restaurants/san-antonio-asian-fusion-restaurant-set-to-close-after-over-a-decade-run/
"September 14, 2026",Another Panini Kabob Grill is in the Works,"5779 Wilshire Blvd., Los Angeles, CA 90036",https://whatnow.com/los-angeles/restaurants/another-panini-kabob-grill-is-in-the-works/
"September 14, 2026",The Taco Stand Plans New Westlake Village Location,,https://whatnow.com/los-angeles/restaurants/the-taco-stand-plans-new-westlake-village-location/
"September 13, 2026",Sandwich Shop Bossa Expanding To West Island | What Now Montreal,"3343 Bd des Sources, Dollard-des-Ormeaux, QC H9B 0A9, Canada",https://whatnow.com/montreal/restaurants/sandwich-shop-bossa-expanding-to-west-island/
"September 13, 2026",New Seafood Concept Washing Ashore in Centreville,"14245 Centreville Square, Centreville, VA 20121",https://whatnow.com/washington-dc/restaurants/new-seafood-concept-washing-ashore-in-centreville/
"September 13, 2026",Wonder Headed to Gambrills this Fall,"1326 Main Chapel Way, Gambrills, MD 21054",https://whatnow.com/washington-dc/restaurants/wonder-headed-to-gambrills-this-fall/
