date,title,address,url,Date_Appended
2026-09-16,"Indigo Road Closes Two Bit Club, Hartness Development Planning New Concept to Replace It","93 Society St, Charleston, SC 29401",https://whatnow.com/charleston/restaurants/indigo-road-closes-two-bit-club-hartness-development-planning-new-concept-to-replace-it/,2026-09-17
2026-09-16,Team Behind Equilibre Healthy Food Launching New Juice Concept,"616 Virginia Dr, Orlando, FL 32803",https://whatnow.com/orlando/restaurants/team-behind-equilibre-healthy-food-launching-new-juice-concept/,2026-09-17
2026-09-16,One Atlanta Restaurant Made The New York Times’ 2026 List of 50 Restaurants,"1017 N Highland Ave NE, Atlanta, GA 30306",https://whatnow.com/atlanta/restaurants/one-atlanta-restaurant-made-the-new-york-times-2026-list-of-50-restaurants/,2026-09-17
2026-09-16,Zio Al’s Pizza and Pasta to Open in The Heights This Fall,"250 W 19th St, Houston, TX 77008",https://whatnow.com/houston/restaurants/zio-als-pizza-and-pasta-to-open-in-the-heights-this-fall/,2026-09-17
2026-09-16,Bluebonnet & Thyme Brings a Cajun-Texas Culinary Experience to Victory Park | What Now Dallas,"2610 N Houston St, Dallas, TX 75219",https://whatnow.com/dallas/restaurants/bluebonnet-thyme-brings-a-cajun-texas-culinary-experience-to-victory-park/,2026-09-17
2026-09-16,A New Restaurant Has Opened Inside New York’s Public Theater,"425 Lafayette St, New York, NY 10003",https://whatnow.com/new-york/restaurants/a-new-restaurant-has-opened-inside-new-yorks-public-theater/,2026-09-17
2026-09-16,Gabby’s Brings Its Family-Owned Neighbourhood Focus to Toronto’s Waterfront | What Now Toronto,"15 Queens Quay E, Toronto, ON M5E 0C5, Canada",https://whatnow.com/toronto/restaurants/gabbys-brings-its-family-owned-neighbourhood-focus-to-torontos-waterfront/,2026-09-17
2026-09-15,Nuez de Azahar Plans To Debut in East Austin,"902 E 5th St., Austin, TX 78702, USA",https://whatnow.com/austin/restaurants/nuez-de-azahar-plans-to-debut-in-east-austin/,2026-09-17
2026-09-15,Heart 2 Heart Cafe To Open In January 2027,"23011 Moulton Pkwy, Laguna Hills, CA 92653",https://whatnow.com/orange-county/restaurants/heart-2-heart-cafe-to-open-in-january-2027/,2026-09-15
2026-09-15,Texas Roadhouse Plans New Location in Waxahachie,"I35 & US Highway 287 Waxahachie, TX 75165",https://whatnow.com/dallas/restaurants/texas-roadhouse-plans-new-location-in-waxahachie/,2026-09-17
2026-09-15,Papa Juan’s Baja Grill & Bar Coming to Northridge,"19230 Nordhoff St, Northridge, CA 91324",https://whatnow.com/los-angeles/restaurants/papa-juans-baja-grill-bar-coming-to-northridge/,2026-09-15
2026-09-15,Qargo Coffee Franchisee Building New Cafe in Downers Grove,"529 Ogden Ave, Downers Grove, IL 60515",https://whatnow.com/chicago/restaurants/qargo-coffee-franchisee-building-new-cafe-in-downers-grove/,2026-09-17
2026-09-15,QDOBA Signs 17 Unit Development Agreement Across San Diego County,,https://whatnow.com/san-diego/restaurants/qdoba-signs-17-unit-development-agreement-across-san-diego-county/,2026-09-15
2026-09-15,"Oakwell Beer Spa, a Colorado-based Social Wellness Brand, to Debut in Las Vegas",,https://whatnow.com/las-vegas/restaurants/oakwell-beer-spa-a-colorado-based-social-wellness-brand-to-debut-in-las-vegas/,2026-09-15
2026-09-15,Preslee’s Southern Good Eatery Announces its Headed to Katy,"6001 Hwy Blvd, Katy, TX 77494",https://whatnow.com/houston/restaurants/preslees-southern-good-eatery-announces-its-headed-to-katy/,2026-09-15
2026-09-15,Emmett’s Team to Open Intimate Fireside Experience in Northern Liberties,"161 W Girard Ave., 2nd Floor, Philadelphia, PA 19123",https://whatnow.com/philadelphia/restaurants/emmetts-team-to-open-intimate-fireside-experience-in-northern-liberties/,2026-09-15
2026-09-15,Popular Coffeehouse Chain Opens Its 19th Georgia Location in Stone Mountain,"5181 Stone Mountain Hwy, Stone Mountain, GA 30087",https://whatnow.com/atlanta/restaurants/popular-coffeehouse-chain-opens-its-19th-georgia-location-in-stone-mountain/,2026-09-15
2026-09-15,Southern Comfort Food Chain to Close Two Locations This Week,,https://whatnow.com/nashville/restaurants/southern-comfort-food-chain-to-close-two-locations-this-week/,2026-09-15
2026-09-15,A West Hollywood Sushi Landmark Is Ending Its 28-Year Run,"8650 Sunset Blvd, West Hollywood, CA 90069",https://whatnow.com/los-angeles/restaurants/a-west-hollywood-sushi-landmark-is-ending-its-28-year-run/,2026-09-15
2026-09-15,Mexican Spot With ‘Louisiana Soul’ Coming to Lafayette Parish,"2600 E Milton Ave, Youngsville, LA 70592",https://whatnow.com/new-orleans/restaurants/mexican-spot-with-louisiana-soul-coming-to-lafayette-parish/,2026-09-15
2026-09-15,Thai’d Up Bringing Its Modern Southeast Asian Food to Freret Street,"4520 Freret St, New Orleans, LA 70115",https://whatnow.com/new-orleans/restaurants/thaid-up-bringing-its-modern-southeast-asian-food-to-freret-street/,2026-09-15
2026-09-15,San Francisco Dim Sum Restaurant to Close Its Rincon Center Location After 27 Years,"101 Spear St, San Francisco, CA 94105",https://whatnow.com/san-francisco/restaurants/san-francisco-dim-sum-restaurant-to-close-its-rincon-center-location-after-27-years/,2026-09-15
2026-09-15,Captain D’s Brings Its Next Generation Restaurant Design to San Antonio | What Now San Antonio,"7531 Bandera Rd, San Antonio, TX 78238",https://whatnow.com/san-antonio/restaurants/captain-ds-brings-its-next-generation-restaurant-design-to-san-antonio/,2026-09-15
2026-09-15,"ÓOL, New York’s First Cacao Cafe, Opens in SoHo | What Now New York","178 Spring St, New York, NY 10012",https://whatnow.com/new-york/restaurants/ool-new-yorks-first-cacao-cafe-opens-in-soho/,2026-09-15
2026-09-15,4 Upcoming Restaurant Openings We Reported Across Metro Atlanta Last Week (Sep 7-11),,https://whatnow.com/atlanta/restaurants/4-upcoming-restaurant-openings-we-reported-across-metro-atlanta-last-week-sep-7-11/,2026-09-15
2026-09-15,Edd’s & Flo’s Artisan Bakery Cafe Sets Sights on Fishtown,,https://whatnow.com/philadelphia/restaurants/edds-flos-artisan-bakery-cafe-sets-sights-on-fishtown/,2026-09-15
2026-09-15,Original Tommy’s Coming to Woodland Hills,"20032 Ventura Blvd, Woodland Hills, CA 91364",https://whatnow.com/los-angeles/restaurants/original-tommys-coming-to-woodland-hills/,2026-09-15
2026-09-14,Comptoir Taking Over Former Shelf Indulgence Space in Sarasota,"2805 N Tamiami Trl, Sarasota, FL 34234",https://whatnow.com/uncategorized/restaurants/comptoir-looks-to-be-taking-over-former-shelf-indulgence-space-in-sarasota/,2026-09-15
2026-09-14,Joy Japan Sushi & Hibachi Opening in Palm Bay,"9179 Babcock St SE, Palm Bay, FL 32909",https://whatnow.com/orlando/restaurants/joy-japan-sushi-hibachi-opening-in-palm-bay/,2026-09-15
2026-09-14,Flat Grounds Coffee to Bring Skate Culture and Vintage Style to Allen,"790 S Waverly Dr, Dallas, TX 75208, USA",https://whatnow.com/dallas/restaurants/flat-grounds-coffee-to-bring-skate-culture-and-vintage-style-to-allen/,2026-09-15
2026-09-14,Detroit-Based Bray’s Hamburgers Coming to Lincoln Park Next Month,"1327 Dix Hwy, Lincoln Park, MI 48146",https://whatnow.com/detroit/restaurants/detroit-based-brays-hamburgers-coming-to-lincoln-park-next-month/,2026-09-15
2026-09-14,Mecatos Bakery & Café Expanding to Kissimmee This Winter,"504 W Vine St, Kissimmee, FL 34741",https://whatnow.com/orlando/restaurants/mecatos-bakery-cafe-expanding-to-kissimmee-this-winter/,2026-09-15
2026-09-14,Doughnut Plant Plans to Sweeten Up Lenox Hill With New Shop,"1285 1st Ave., New York, NY 10021",https://whatnow.com/new-york/restaurants/doughnut-plant-plans-to-sweeten-up-lenox-hill-with-new-shop/,2026-09-15
2026-09-14,PJ’s Coffee of New Orleans Headed to Kissimmee,"1952 S John Young Pkwy, Kissimmee, FL 34741",https://whatnow.com/orlando/restaurants/pjs-coffee-of-new-orleans-headed-to-kissimmee/,2026-09-15
2026-09-14,'Afterlife Bar' Opening at Former Funeral Home Space in Logan Square,"3601 W Diversey Ave, Chicago, IL 60647",https://whatnow.com/chicago/restaurants/afterlife-bar-opening-at-former-funeral-home-space-in-logan-square/,2026-09-15
2026-09-14,Austin’s Popular Lobster Restaurant to Close Lamar Location This Month,"626 N Lamar Blvd, Austin, TX 78703",https://whatnow.com/austin/restaurants/austins-popular-lobster-restaurant-to-close-lamar-location-this-month/,2026-09-15
2026-09-14,Friedman’s Bringing Gluten-Free Favorites to Upper West Side,"541-555 Amsterdam Ave., New York, NY 10024",https://whatnow.com/new-york/restaurants/friedmans-bringing-gluten-free-favorites-to-upper-west-side/,2026-09-15
2026-09-14,"Scratch-Made, Grab-and-Go Café Coming to NOLA East","13370 Chef Menteur Hwy, New Orleans, LA 70129",https://whatnow.com/new-orleans/restaurants/scratch-made-grab-and-go-cafe-coming-to-nola-east/,2026-09-15
2026-09-14,Celebrity Chef Aarthi Sampath Is Opening a New Speakeasy in NYC,"211 1st Ave, New York, NY 10003",https://whatnow.com/new-york/restaurants/celebrity-chef-aarthi-sampath-is-opening-a-new-speakeasy-in-nyc/,2026-09-15
2026-09-14,Tusk Set to Bring Elevated American Cuisine to Doylestown,"50 N Main St., Doylestown, PA 18901",https://whatnow.com/philadelphia/restaurants/tusk-set-to-bring-elevated-american-cuisine-to-doylestown/,2026-09-15
2026-09-14,New Indian Restaurant Plans Apopka Opening,"60 E Main St, Apopka, FL 32703",https://whatnow.com/orlando/restaurants/new-indian-restaurant-plans-apopka-opening/,2026-09-15
2026-09-14,Swig & Swine BBQ Launching New Concept: Lumpy’s Place by Swig & Swine,"2871 Maybank Hwy, Johns Island, SC 29455",https://whatnow.com/charleston/restaurants/swig-swine-bbq-launching-new-concept-lumpys-place-by-swig-swine/,2026-09-15
2026-09-14,Delicias Aly Opens Its First Storefront in Modesto This October,"3801 Yosemite Blvd, Modesto, CA 95357",https://whatnow.com/sacramento/restaurants/delicias-aly-opens-its-first-storefront-in-modesto-this-october/,2026-09-15
2026-09-14,New Restaurant Plans to Bring Pica Pollo to Michigan Avenue in Kissimmee,"1903 Michigan Ave, Kissimmee, FL 34744",https://whatnow.com/orlando/restaurants/new-restaurant-plans-to-bring-pica-pollo-to-michigan-avenue-in-kissimmee/,2026-09-15
2026-09-14,RŌMYŌ — Denver's First Itameshi Restaurant — Now Open On Larimer Square | What Now Denver,"1401 Larimer St, Denver, CO 80202",https://whatnow.com/denver/restaurants/romyo-denvers-first-itameshi-restaurant-now-open-on-larimer-square/,2026-09-15
2026-09-14,Iconic New York Deli Is Returning to a Former Rival’s Space This Month,"834 7th Ave, New York, NY 10019",https://whatnow.com/new-york/restaurants/iconic-new-york-deli-is-returning-to-a-former-rivals-space-this-month/,2026-09-15
2026-09-14,Popular Mexican Restaurant Chain to Open Two New LA-Area Locations,"4531 Hollywood Blvd, Los Angeles, CA 90027",https://whatnow.com/los-angeles/restaurants/popular-mexican-restaurant-chain-to-open-two-new-la-area-locations/,2026-09-15
2026-09-14,Angry Crab Shack Celebrates Grand Opening of New North Mesa Location | What Now Phoenix,"1927 N Gilbert Rd, Mesa, AZ 85203",https://whatnow.com/phoenix/restaurants/angry-crab-shack-celebrates-grand-opening-of-new-north-mesa-location/,2026-09-15
2026-09-14,"From Gastropub to Tavern, an Old Favorite Returns","1538 SW Jefferson St, Portland, OR 97201",https://whatnow.com/portland/restaurants/from-gastropub-to-tavern-an-old-favorite-returns/,2026-09-15
2026-09-14,JOEY Maple Debuts in Uptown Dallas,"2508 Maple Ave Dallas, TX 75201",https://whatnow.com/dallas/restaurants/joey-maple-debuts-in-uptown-dallas/,2026-09-15
2026-09-14,LongHorn Steakhouse Plans Kyle Location,"19889 IH 35 Kyle, TX 78640",https://whatnow.com/austin/restaurants/longhorn-steakhouse-plans-kyle-location/,2026-09-15
2026-09-14,Talkin’ Tacos Brings Viral Birria and Late-Night Eats to Nashville with First Tennessee Location | What Now Nashville,"135 2nd Ave N, Nashville, TN 37201",https://whatnow.com/nashville/restaurants/talkin-tacos-brings-viral-birria-and-late-night-eats-to-nashville-with-first-tennessee-location/,2026-09-15
2026-09-14,San Antonio Asian Fusion Restaurant Set to Close After Over a Decade Run,"7220 Louis Pasteur Dr #125, San Antonio, TX 78229",https://whatnow.com/san-antonio/restaurants/san-antonio-asian-fusion-restaurant-set-to-close-after-over-a-decade-run/,2026-09-15
2026-09-14,Beloved San Pedro Japanese Restaurant Announces Closure,"380 W 6th St, San Pedro, CA 90731",https://whatnow.com/los-angeles/restaurants/beloved-san-pedro-japanese-restaurant-announces-closure/,2026-09-15
2026-09-14,Another Panini Kabob Grill is in the Works,"5779 Wilshire Blvd., Los Angeles, CA 90036",https://whatnow.com/los-angeles/restaurants/another-panini-kabob-grill-is-in-the-works/,2026-09-15
2026-09-14,The Taco Stand Plans New Westlake Village Location,,https://whatnow.com/los-angeles/restaurants/the-taco-stand-plans-new-westlake-village-location/,2026-09-15
2026-09-13,More Jack’s Proposed for Memphis,"6484 Winchester Rd, Memphis, TN 38115",https://whatnow.com/memphis/restaurants/more-jacks-proposed-for-memphis/,2026-09-15
2026-09-13,Navy Yard to Welcome New Latin Bistro this Fall,"1331 Yards Pl SE, Washington, DC 20003",https://whatnow.com/washington-dc/restaurants/navy-yard-to-welcome-new-latin-bistro-this-fall/,2026-09-15
2026-09-13,New Seafood Concept Washing Ashore in Centreville,"14245 Centreville Square, Centreville, VA 20121",https://whatnow.com/washington-dc/restaurants/new-seafood-concept-washing-ashore-in-centreville/,2026-09-15
2026-09-13,Wonder Headed to Gambrills this Fall,"1326 Main Chapel Way, Gambrills, MD 21054",https://whatnow.com/washington-dc/restaurants/wonder-headed-to-gambrills-this-fall/,2026-09-15
2026-09-13,Jonesboro “Sweet Spot” Readies for Opening,"1853 E Highland Dr, Jonesboro, AR 72401",https://whatnow.com/memphis/restaurants/jonesboro-sweet-spot-readies-for-opening/,2026-09-15
2026-09-13,"Bartlett, Get Ready to Welcome Back Chef Flavas","6301 Stage Rd, Memphis, TN 38134",https://whatnow.com/memphis/restaurants/bartlett-get-ready-to-welcome-back-chef-flavas/,2026-09-15
2026-09-13,Philz Coffee Planning Drive-Thru At Irvine’s Harvard Auto Plaza,"3050 Main St., Irvine, CA 92614",https://whatnow.com/orange-county/restaurants/philz-coffee-planning-drive-thru-at-irvines-harvard-auto-plaza/,2026-09-15
2026-09-13,UNIQLO Preparing Flagship Store On San Francisco s Market Street,"801 Market St., San Francisco, CA 94103",https://whatnow.com/uncategorized/restaurants/uniqlo-preparing-flagship-store-on-san-francisco-s-market-street/,2026-09-15
2026-09-13,Bonn Coffee Planning New Placentia Location,"2095 E. Orangethorpe Ave., Suite B, Placentia, CA 92870",https://whatnow.com/orange-county/restaurants/bonn-coffee-planning-new-placentia-location/,2026-09-15
2026-09-13,The Berliner Bringing Beer-Hall Charm Back to DC,"2436 18th St NW, Washington, DC 20009",https://whatnow.com/washington-dc/restaurants/the-berliner-bringing-beer-hall-charm-back-to-dc/,2026-09-15
2026-09-13,Palmetto Superfoods Coming to Montgomery Village,"525 Hahman Drive, Santa Rosa, CA 95405",https://whatnow.com/san-francisco/restaurants/palmetto-superfoods-coming-to-montgomery-village/,2026-09-15
2026-09-13,Six String Coffee Roasters Planning Orange County Location,"23011 Moulton Pkwy., Suite G-6, Laguna Hills, CA 92653",https://whatnow.com/orange-county/restaurants/six-string-coffee-roasters-planning-orange-county-location/,2026-09-15
2026-09-13,Three Boys Coffee Plans Second Location,"945 Otay Lakes Rd Chula Vista, CA 91913",https://whatnow.com/san-diego/restaurants/three-boys-coffee-plans-second-location/,2026-09-15
2026-09-13,Beach Harbor Pizza Planning New Dana Point Location After Harbor Closure,"Beach Harbor Pizza 24921 Dana Point Harbor Drive, Suite B-140, Dana Point, CA 92629",https://whatnow.com/orange-county/restaurants/beach-harbor-pizza-planning-new-dana-point-location-after-harbor-closure/,2026-09-15
2026-09-13,Sandwich Shop Bossa Expanding To West Island | What Now Montreal,"3343 Bd des Sources, Dollard-des-Ormeaux, QC H9B 0A9, Canada",https://whatnow.com/montreal/restaurants/sandwich-shop-bossa-expanding-to-west-island/,2026-09-15
2026-09-12,Peruanísima Bakery Looks to Be Expanding to Orlando for Second Location,"12720 S Orange Blossom Trl, Orlando, FL 32837",https://whatnow.com/orlando/restaurants/peruanisima-bakery-looks-to-be-expanding-to-orlando-for-second-location/,2026-09-15
2026-09-12,Café La Lele to Open First Brick-and-Mortar Coffee Shop in San Antonio,"106 Michigan Ave, San Antonio, TX 78201, USA",https://whatnow.com/san-antonio/restaurants/cafe-la-lele-to-open-first-brick-and-mortar-coffee-shop-in-san-antonio/,2026-09-15
2026-09-12,Planned East Irlo Bronson Memorial Highway Retail Center Includes New Portillo’s,"Aeronautical Dr & E Irlo Bronson Memorial Hwy, Kissimmee, FL 34744",https://whatnow.com/orlando/restaurants/planned-east-irlo-bronson-memorial-highway-retail-center-includes-new-portillos/,2026-09-15
2026-09-12,Juici Patties to Open a Galleria Area Location,"6134 Westheimer Rd, Houston, TX 77057",https://whatnow.com/houston/restaurants/juici-patties-to-open-a-galleria-area-location/,2026-09-15
2026-09-12,SeaSpice Rooftop Club Opens at Broadway Near San Antonio’s Pearl,"1803 Broadway, San Antonio, TX 78215, USA",https://whatnow.com/san-antonio/restaurants/seaspice-rooftop-club-opens-at-1900-broadway-near-san-antonios-pearl/,2026-09-15
2026-09-12,Shibam Coffee Plans Orlando Debut,"3370 Rouse Rd, Orlando, FL 32817",https://whatnow.com/orlando/restaurants/shibam-coffee-plans-orlando-debut/,2026-09-15
2026-09-12,Woody’s Bar-B-Q Plans New Southside Jacksonville Location,,https://whatnow.com/jacksonville/restaurants/woodys-bar-b-q-plans-new-southside-jacksonville-location/,2026-09-15
2026-09-12,Harbison Tsunami Restaurant Rebranding to Kahlo Mexican Kitchen and Sushi,"1290 Bower Pkwy, Columbia, SC 29212",https://whatnow.com/charleston/restaurants/harbison-tsunami-restaurant-rebranding-to-kahlo-mexican-kitchen-and-sushi/,2026-09-15
2026-09-12,Spice Palette Indian Cuisine Expanding to Summerville’s Nexton Community,"1287 Nexton Pkwy, Summerville, SC 29483",https://whatnow.com/charleston/restaurants/spice-palette-indian-cuisine-expanding-to-summervilles-nexton-community/,2026-09-15
2026-09-12,Qdoba Plans Devine Street Location in Columbia,"4600 Devine St, Columbia, SC 29205",https://whatnow.com/charleston/restaurants/qdoba-plans-devine-street-location-in-columbia/,2026-09-15
2026-09-12,Spuds-N-Subs Bringing Loaded Potatoes and Premiums Subs to Second Myrtle Beach Location,"2304 N Kings Hwy, Myrtle Beach, SC 29577",https://whatnow.com/charleston/restaurants/spuds-n-subs-bringing-loaded-potatoes-and-premiums-subs-to-second-myrtle-beach-location/,2026-09-15
2026-09-12,Wawa Plans New Riverview Location,"US-301 & Paseo Al Mar Blvd, Riverview, FL 33579",https://whatnow.com/tampa/restaurants/wawa-plans-new-riverview-location/,2026-09-15
2026-09-12,Wild Poppy Expanding With Second Sebastopol Location,"6780 Depot St., Suite 160, Sebastopol, CA 95472",https://whatnow.com/san-francisco/restaurants/wild-poppy-expanding-with-second-sebastopol-location/,2026-09-15
2026-09-12,Nikko Steakhouse to Take Over South End Staple After Nearly Two Decades,"325 Arlington Ave, Charlotte, NC 28203, USA",https://whatnow.com/charlotte/restaurants/nikko-steakhouse-to-take-over-south-end-staple-after-nearly-two-decades/,2026-09-15
2026-09-12,Organic Hour | Restore Cafe & Juicery Planned for West Palmdale,"Palmdale, CA 93551",https://whatnow.com/los-angeles/restaurants/organic-hour-restore-cafe-juicery-planned-for-west-palmdale/,2026-09-15
2026-09-12,Treetop Coffee Is Brewing a Second Knoxville Location at Lone Tree Pass,"Knoxville, TN 37902, USA",https://whatnow.com/nashville/restaurants/treetop-coffee-is-brewing-a-second-knoxville-location-at-lone-tree-pass/,2026-09-15
2026-09-12,The Buffalo Room Will Bring a New VIP Experience to Grays on Main Later This Year,"332 Main St, Franklin, TN 37064, USA",https://whatnow.com/nashville/restaurants/the-buffalo-room-will-bring-a-new-vip-experience-to-grays-on-main-later-this-year/,2026-09-15
2026-09-12,Burger Republic Heads to Nashville International Airport With New Concourse A Location,"1 Terminal Dr, Nashville, TN 37214, United States",https://whatnow.com/nashville/restaurants/burger-republic-heads-to-nashville-international-airport-with-new-concourse-a-location/,2026-09-15
2026-09-12,"Mi Cozumel to Open 6,400-Square-Foot Restaurant at Hotel Celare in Clifton","310 Straight St, Cincinnati, OH 45219, USA",https://whatnow.com/columbus/restaurants/mi-cozumel-to-open-6400-square-foot-restaurant-at-hotel-celare-in-clifton/,2026-09-15
2026-09-12,"7 Brew Coffee Plans New Hamilton, Ohio Location","6565 Winford Ave, Hamilton, OH 45011, USA",https://whatnow.com/columbus/restaurants/7-brew-coffee-plans-new-hamilton-ohio-location/,2026-09-15
2026-09-11,A Video Bar Called Out of Order Is Coming to Harvey Milk Street,"1224 SW HARVEY MILK ST, Portland, OR 97205",https://whatnow.com/portland/restaurants/a-video-bar-called-out-of-order-is-coming-to-harvey-milk-street/,2026-09-15
2026-09-11,"Lila's, New All-Day Restaurant and Cocktail Destination, Opening This Fall","1201 Fannin St, Houston, TX 77002",https://whatnow.com/houston/restaurants/lilas-new-all-day-restaurant-and-cocktail-destination-opening-this-fall/,2026-09-15
2026-09-11,Bojangles to Open its First Location with a Full Bar Inside the LINQ,3535 S Las Vegas Blvd,https://whatnow.com/las-vegas/restaurants/bojangles-to-open-its-first-location-with-a-full-bar-inside-the-linq/,2026-09-15
2026-08-29,Bake n’ Soda Bringing Sodas and Treats to Springfield Storefront,"901 S Main St, Springfield, TN 37172",https://whatnow.com/nashville/restaurants/bake-n-soda-bringing-sodas-and-treats-to-springfield-storefront/,2026-08-29
2026-08-28,The Union Sky Rooftop Restaurant to Open in Downtown Concord,"26 Union St S, Concord, NC 28025",https://whatnow.com/charlotte/restaurants/the-union-sky-rooftop-restaurant-to-open-in-downtown-concord/,2026-08-29
2026-08-28,Punjabi Haveli Opening New Location In Scarborough | What Now Toronto,"1780 Markham Rd, Scarborough, ON M1B 2W2, Canada",https://whatnow.com/toronto/restaurants/punjabi-haveli-opening-new-location-in-scarborough/,2026-08-29
2026-08-28,Jamaica House Restaurant Bringing Jamaican Flavors to West Park,"5971 SW 23rd St, West Park, FL 33023",https://whatnow.com/miami/restaurants/jamaica-house-restaurant-bringing-jamaican-flavors-to-west-park/,2026-08-29
